Date,Open,High,Low,Close,Volume
6/16/2017 16:00:00,35.95,36.13,35.55,35.57,50361093
6/19/2017 16:00:00,35.92,36.69,35.92,36.59,32541404
6/20/2017 16:00:00,36.72,36.72,36.24,36.25,24900073
6/21/2017 16:00:00,36.38,36.52,36.15,36.47,21265751
6/22/2017 16:00:00,36.44,36.67,36.28,36.41,19106294
6/23/2017 16:00:00,36.28,36.79,36.28,36.57,35439389
6/26/2017 16:00:00,36.79,37.07,36.35,36.46,25692361
6/27/2017 16:00:00,36.25,36.54,35.91,35.93,24761891
6/28/2017 16:00:00,36.12,36.53,35.79,36.46,22082432
6/29/2017 16:00:00,36.18,36.28,35.57,35.92,31499368
6/30/2017 16:00:00,36.11,36.24,35.95,36.01,23024107
7/3/2017 16:00:00,36.22,36.33,35.78,35.88,14277848
7/5/2017 16:00:00,35.92,36.2,35.68,36.02,21569557
7/6/2017 16:00:00,35.76,35.88,35.6,35.68,24128782
7/7/2017 16:00:00,35.73,36.19,35.73,36.05,19201712
7/10/2017 16:00:00,36.03,36.49,35.84,36.27,21090636
7/11/2017 16:00:00,36.18,36.46,36.1,36.38,19781836
7/12/2017 16:00:00,36.47,36.55,36.21,36.44,24884478
7/13/2017 16:00:00,36.38,37.12,36.36,36.94,25199373
7/14/2017 16:00:00,36.99,37.33,36.83,37.26,20132061
7/17/2017 16:00:00,37.21,37.73,37.14,37.39,23793456
7/18/2017 16:00:00,37.3,37.53,37.17,37.52,17868792
7/19/2017 16:00:00,37.62,37.85,37.49,37.76,20922969
7/20/2017 16:00:00,37.88,37.94,37.55,37.59,17243748
7/21/2017 16:00:00,37.5,37.61,37.22,37.57,26252630
